Assay Definition

Assay Description:
1L BABY Experiment standard count, beginning with run 1L-3
Assay Type: DPM (Single)
Report Name: Report1
Output Data Path: C:\Packard\TriCarb\Results\Default\NEW_Flibe_Long\Various
Raw Results Path: C:\Packard\Tricarb\Results\Default\NEW_Flibe_Long\20250407_1249\20250407_1249.results
Comma-Delimited File Name: C:\Packard\TriCarb\Results\Default\NEW_Flibe_Long\Various\1L_BL-2_IV_3-10_OV_3-6.csv
Assay File Name: C:\Packard\TriCarb\Assays\NEW_Flibe_Long.lsa

Additional Data Files Generated with this Protocol:
Report1
		[Excel]	1L_BL-2_IV_3-10_OV_3-6.csv


Count Conditions

Nuclide: LIBRA UG LLT NM      
   Quench Indicator: tSIE
   External Std Terminator (sec): 0.5 2s%
   Pre-Count Delay (min): 0.00
Quench Set:                   
   Low Energy: 3H-UG-LLT-NM-C
Count Time (min): 100.00
Count Mode: Normal                                          
Assay Count Cycles: 1         Repeat Sample Count: 1        
Number of Vials/Sample: 1     Calculate % Reference: Off                                  


Background Subtract: Off
Low CPM Threshold: Off
2 Sigma % Terminator: Off

Regions         LL       UL
A              0.5      5.0
B              0.5     10.0
C              0.0     18.6


Count Corrections

Static Controller: On         Luminescence Correction: On     GCT: n/a
Colored Samples: Off          Heterogeneity Monitor: Off      PAC: Disabled
Coincidence Time (nsec): 18   Delay Before Burst (nsec): 75   PAC Strength: n/a   Auxiliary Spectrum: n/a


S#,SMPL_ID,Bq:1,CPMA,LUM,tSIE,Eff Nuc1 In A,Count Time,DPM1
1,1L-BL-2,0.346,5.080,0,284.29,24.46,100,20.765
Missing vial 2.
3,1L-IV_3-10-1,0.338,5.710,0,332.85,28.13,100,20.298
4,1L-IV_3-10-2,0.448,6.800,0,294.06,25.31,100,26.865
5,1L-IV_3-10-3,1.242,18.610,0,290.06,24.97,100,74.536
6,1L-IV_3-10-4,0.572,8.660,0,293.40,25.25,100,34.291
Missing vial 7.
8,1L-OV_3-6-1,0.349,6.110,0,352.09,29.22,100,20.911
9,1L-OV_3-6-2,0.367,5.630,0,297.35,25.59,100,21.998
10,1L-OV_3-6-3,0.517,7.830,0,292.97,25.22,100,31.049
11,1L-OV_3-6-4,0.354,5.390,0,294.55,25.35,100,21.260
